date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,new_hosp,current_hosp,current_icu,current_vent,ncumul_released,ncumul_deceased,source,current_isolated,current_quarantined,current_quarantined_riskareatravel
2020-04-28,12:00,UR,,85,,5,,,,5,https://www.ur.ch/themen/2962,,,
2020-04-29,14:00,UR,,85,,5,,,,5,https://www.ur.ch/themen/2962,,,
2020-04-30,16:00,UR,,86,,4,,,,5,https://www.ur.ch/themen/2962,,,
2020-05-01,15:30,UR,,87,,3,,,,6,https://www.ur.ch/themen/2962,,,
2020-05-02,15:00,UR,,89,,0,,,,6,https://www.ur.ch/themen/2962,,,
2020-05-03,13:00,UR,,90,,0,,,,6,https://www.ur.ch/themen/2962,,,
2020-05-04,14:00,UR,,91,,2,,,,6,https://www.ur.ch/themen/2962,,,
2020-05-05,15:30,UR,,91,,2,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-06,14:00,UR,,91,,3,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-07,13:00,UR,,92,,2,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-08,14:00,UR,,92,,3,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-09,14:00,UR,,92,,3,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-10,14:00,UR,,92,,3,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-11,14:00,UR,,92,,1,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-12,16:30,UR,,92,,3,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-13,15:15,UR,,92,,3,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-14,16:15,UR,,92,,3,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-16,14:00,UR,,93,,4,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-17,15:30,UR,,93,,5,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-18,15:30,UR,,93,,5,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-19,15:00,UR,,93,,3,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-20,15:30,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-21,17:30,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-22,17:30,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-23,17:30,UR,,93,,1,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-24,17:30,UR,,93,,1,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-25,17:00,UR,,93,,1,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-26,20:00,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-27,17:00,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-28,14:00,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-29,14:00,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-30,14:00,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-05-31,14:00,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-06-01,11:00,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-06-02,17:00,UR,,93,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-06-26,11:30,UR,,94,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-06-29,08:00,UR,,95,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-06-30,15:00,UR,,97,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-01,17:00,UR,,103,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-02,16:30,UR,,104,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-05,16:30,UR,,105,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-07,16:00,UR,,107,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-09,13:30,UR,,109,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-13,07:00,UR,,109,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-15,08:00,UR,,111,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-16,16:00,UR,,111,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-20,16:00,UR,,112,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-22,16:00,UR,,,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-23,16:30,UR,,115,,1,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-24,11:00,UR,,115,,1,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-28,07:00,UR,,115,,1,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-29,13:00,UR,,116,,1,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-30,11:00,UR,,116,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-07-31,11:00,UR,,116,,0,,,,7,https://www.ur.ch/themen/2962,,,
2020-08-03,16:00,UR,,117,,0,,,,7,https://www.ur.ch/themen/2962,,47,
2020-08-04,16:00,UR,,117,,0,,,,7,https://www.ur.ch/themen/2962,,49,
2020-08-05,16:00,UR,,117,,0,,,,7,https://www.ur.ch/themen/2962,,49,
2020-08-06,16:15,UR,,117,,0,,,,7,https://www.ur.ch/themen/2962,,48,
2020-08-07,16:00,UR,,117,,0,,,,7,https://www.ur.ch/themen/2962,,55,
2020-08-10,16:00,UR,,117,,0,,,,7,https://www.ur.ch/themen/2962,,36,
2020-08-11,16:00,UR,,119,,0,,,,7,https://www.ur.ch/themen/2962,,35,
2020-08-12,16:00,UR,,120,,0,,,,7,https://www.ur.ch/themen/2962,,70,
2020-08-13,16:00,UR,,121,,0,,,,7,https://www.ur.ch/themen/2962,,71,
2020-08-14,16:15,UR,,123,,0,,,,7,https://www.ur.ch/themen/2962,,70,
2020-08-17,15:45,UR,,126,,0,,,,7,https://www.ur.ch/themen/2962,,89,
2020-08-18,16:00,UR,,127,,0,,,,7,https://www.ur.ch/themen/2962,,71,
2020-08-19,16:00,UR,,129,,0,,,,7,https://www.ur.ch/themen/2962,,59,
2020-08-20,16:00,UR,,129,,0,,,,7,https://www.ur.ch/themen/2962,,50,
2020-08-21,16:00,UR,,129,,0,,,,7,https://www.ur.ch/themen/2962,,55,
2020-08-24,16:00,UR,,132,,0,,,,7,https://www.ur.ch/themen/2962,,41,
2020-08-25,16:00,UR,,134,,0,,,,7,https://www.ur.ch/themen/2962,,35,
2020-08-26,16:00,UR,,136,,0,,,,7,https://www.ur.ch/themen/2962,,36,
2020-08-27,16:00,UR,,136,,0,,,,7,https://www.ur.ch/themen/2962,,20,
2020-08-28,16:00,UR,,137,,0,,,,7,https://www.ur.ch/themen/2962,,19,
2020-08-31,16:00,UR,,137,,0,,,,7,https://www.ur.ch/themen/2962,,15,
2020-09-01,16:30,UR,,137,,0,,,,7,https://www.ur.ch/themen/2962,,15,
2020-09-02,16:00,UR,,137,,0,,,,7,https://www.ur.ch/themen/2962,,16,
2020-09-03,16:00,UR,,137,,0,,,,7,https://www.ur.ch/themen/2962,,15,
2020-09-04,16:00,UR,,137,,0,,,,7,https://www.ur.ch/themen/2962,,15,
2020-09-06,19:00,UR,,137,,0,,,,7,https://www.ur.ch/themen/2962,,14,
2020-09-07,16:00,UR,,138,,0,,,,7,https://www.ur.ch/themen/2962,,11,
2020-09-08,16:00,UR,,138,,0,,,,7,https://www.ur.ch/themen/2962,,14,
2020-09-09,16:00,UR,,138,,0,,,,7,https://www.ur.ch/themen/2962,,18,
2020-09-10,16:00,UR,,138,,0,,,,7,https://www.ur.ch/themen/2962,,15,
2020-09-11,16:00,UR,,138,,0,,,,7,https://www.ur.ch/themen/2962,,19,
2020-09-14,16:00,UR,,139,,0,,,,7,https://www.ur.ch/themen/2962,,22,
2020-09-15,16:00,UR,,139,,0,,,,7,https://www.ur.ch/themen/2962,,22,
2020-09-16,16:00,UR,,139,,0,,,,7,https://www.ur.ch/themen/2962,,20,
2020-09-18,16:00,UR,,139,,0,,,,7,https://www.ur.ch/themen/2962,,22,
2020-09-21,16:00,UR,,140,,0,,,,7,https://www.ur.ch/themen/2962,,26,
2020-09-22,16:00,UR,,141,,0,,,,7,https://www.ur.ch/themen/2962,,28,
2020-09-23,16:00,UR,,141,,1,,,,7,https://www.ur.ch/themen/2962,,25,
2020-09-24,16:00,UR,,141,,1,,,,7,https://www.ur.ch/themen/2962,,25,
2020-09-25,16:00,UR,,141,,1,,,,7,https://www.ur.ch/themen/2962,,20,
2020-09-28,16:00,UR,,141,,1,,,,7,https://www.ur.ch/themen/2962,,18,
2020-09-29,18:00,UR,,142,,1,,,,7,https://www.ur.ch/themen/2962,,90,
2020-09-30,16:00,UR,,142,,0,,,,7,https://www.ur.ch/themen/2962,,100,
2020-10-01,16:30,UR,,143,,0,,,,7,https://www.ur.ch/themen/2962,,100,
2020-10-02,14:00,UR,,146,,0,,,,7,https://www.ur.ch/themen/2962,,105,
2020-10-05,16:00,UR,,151,,0,,,,7,https://www.ur.ch/themen/2962,,106,
2020-10-06,16:00,UR,,151,,0,,,,7,https://www.ur.ch/themen/2962,,104,
2020-10-07,16:00,UR,,165,,0,,,,7,https://www.ur.ch/themen/2962,,124,
2020-10-08,16:00,UR,,167,,0,,,,7,https://www.ur.ch/themen/2962,,125,
2020-10-09,16:00,UR,,173,,0,,,,7,https://www.ur.ch/themen/2962,,133,
2020-10-12,16:00,UR,,182,,0,,,,7,https://www.ur.ch/themen/2962,,169,
2020-10-13,16:00,UR,,184,,2,,,,7,https://www.ur.ch/themen/2962,,166,
2020-10-14,16:30,UR,,193,,2,,,,7,https://www.ur.ch/themen/2962,,169,
2020-10-16,10:00,UR,,199,,2,,,,7,https://www.ur.ch/themen/2962,,540,
2020-10-19,16:00,UR,,232,,1,,,,7,https://www.ur.ch/themen/2962,,661,
2020-10-20,17:00,UR,,238,,1,,,,7,https://www.ur.ch/themen/2962,,654,
2020-10-21,16:30,UR,,262,,0,,,,7,https://www.ur.ch/themen/2962,,474,
2020-10-23,09:30,UR,,282,,2,,,,7,https://www.ur.ch/themen/2962,,274,
2020-10-26,16:00,UR,,335,,4,,,,7,https://www.ur.ch/themen/2962,,345,
2020-10-27,16:30,UR,,344,,4,,,,7,https://www.ur.ch/themen/2962,,329,
2020-10-28,16:00,UR,,381,,5,,,,7,https://www.ur.ch/themen/2962,,320,
2020-10-30,16:00,UR,,423,,5,,,,8,https://www.ur.ch/themen/2962,,337,
2020-11-02,16:00,UR,,486,,4,,,,8,https://www.ur.ch/themen/2962,,368,
2020-11-03,09:30,UR,,486,,4,,,,8,https://www.ur.ch/themen/2962,,368,
2020-11-04,16:00,UR,,529,,7,,,,8,https://www.ur.ch/themen/2962,,314,
2020-11-05,16:00,UR,,541,,7,,,,9,https://www.ur.ch/themen/2962,,313,
2020-11-06,16:00,UR,,554,,6,,,,9,https://www.ur.ch/themen/2962,,298,
2020-11-09,16:00,UR,,589,,6,,,,9,https://www.ur.ch/themen/2962,,220,
2020-11-10,16:00,UR,,599,,6,,,,9,https://www.ur.ch/themen/2962,,187,
2020-11-11,16:00,UR,,614,,5,,,,9,https://www.ur.ch/themen/2962,,193,
2020-11-12,16:00,UR,,628,,5,,,,9,https://www.ur.ch/themen/2962,,185,
2020-11-13,16:00,UR,,643,,5,,,,9,https://www.ur.ch/themen/2962,,186,
2020-11-15,19:00,UR,,706,,5,,,,9,https://www.ur.ch/themen/2962,,206,
2020-11-16,16:00,UR,,719,,4,,,,9,https://www.ur.ch/themen/2962,,212,
2020-11-17,16:00,UR,,750,,4,,,,9,https://www.ur.ch/themen/2962,,218,
2020-11-18,16:00,UR,,774,,4,,,,9,https://www.ur.ch/themen/2962,,252,
2020-11-19,16:00,UR,,779,,8,,,,9,https://www.ur.ch/themen/2962,,287,
2020-11-20,16:00,UR,,818,,7,,,,9,https://www.ur.ch/themen/2962,,309,
2020-11-23,16:00,UR,,849,,6,,,,13,https://www.ur.ch/themen/2962,,281,
2020-11-24,16:00,UR,,869,,8,,,,13,https://www.ur.ch/themen/2962,,273,
2020-11-25,16:00,UR,,879,,7,,,,14,https://www.ur.ch/themen/2962,,351,
2020-11-26,16:00,UR,,889,,8,,,,15,https://www.ur.ch/themen/2962,,262,
2020-11-27,16:00,UR,,908,,10,,,,16,https://www.ur.ch/themen/2962,,241,
2020-11-30,00:00,UR,,927,,10,,,,16,https://www.ur.ch/themen/2962,,241,
2020-12-01,00:00,UR,,949,,10,,,,21,https://www.ur.ch/themen/2962,,223,
2020-12-02,00:00,UR,,949,,10,,,,21,https://www.ur.ch/themen/2962,,223,
2020-12-03,00:00,UR,,963,,9,,,,24,https://www.ur.ch/themen/2962,,245,
2020-12-04,00:00,UR,,982,,10,,,,24,https://www.ur.ch/themen/2962,,229,
2020-12-07,00:00,UR,,1014,,8,,,,29,https://www.ur.ch/themen/2962,,243,
2020-12-08,00:00,UR,,1030,,8,,,,29,https://www.ur.ch/themen/2962,,240,
2020-12-09,00:00,UR,,1043,,6,,,,29,https://www.ur.ch/themen/2962,,254,
2020-12-10,00:00,UR,,1053,,6,,,,30,https://www.ur.ch/themen/2962,,270,
2020-12-11,00:00,UR,,1069,,6,,,,30,https://www.ur.ch/themen/2962,,284,
2020-12-12,00:00,UR,,1094,,8,,,,30,https://www.ur.ch/themen/2962,,310,
2020-12-14,00:00,UR,,1122,,9,,,,30,https://www.ur.ch/themen/2962,,287,
2020-12-15,00:00,UR,,1141,,11,,,,30,https://www.ur.ch/themen/2962,,311,
2020-12-16,00:00,UR,,1165,,12,,,,30,https://www.ur.ch/themen/2962,,317,
2020-12-17,00:00,UR,,1177,,8,,,,32,https://www.ur.ch/themen/2962,,299,
2020-12-18,00:00,UR,,1187,,8,,,,32,https://www.ur.ch/themen/2962,,312,
2020-12-21,00:00,UR,,1236,,8,,,,32,https://www.ur.ch/themen/2962,,269,
2020-12-22,00:00,UR,,1248,,10,,,,32,https://www.ur.ch/themen/2962,,244,
2020-12-23,00:00,UR,,1266,,7,,,,32,https://www.ur.ch/themen/2962,,252,
2020-12-26,00:00,UR,,1307,,7,,,,32,https://www.ur.ch/themen/2962,,211,
2020-12-28,00:00,UR,,1331,,9,,,,32,https://www.ur.ch/themen/2962,,167,
2020-12-29,00:00,UR,,1338,,9,,,,32,https://www.ur.ch/themen/2962,,213,
2020-12-31,00:00,UR,,1381,,8,,,,32,https://www.ur.ch/themen/2962,,264,
2021-01-04,00:00,UR,,1444,,10,,,,32,https://www.ur.ch/themen/2962,,311,
2021-01-05,00:00,UR,,1452,,10,,,,32,https://www.ur.ch/themen/2962,,283,
2021-01-07,00:00,UR,,1477,,11,,,,32,https://www.ur.ch/themen/2962,,248,
2021-01-08,00:00,UR,,1489,,10,,,,32,https://www.ur.ch/themen/2962,,255,
2021-01-11,00:00,UR,,1530,,9,,,,32,https://www.ur.ch/themen/2962,,203,
2021-01-12,00:00,UR,,1539,,10,,,,35,https://www.ur.ch/themen/2962,,177,
2021-01-13,00:00,UR,,1555,,8,,,,35,https://www.ur.ch/themen/2962,,190,
2021-01-14,00:00,UR,,1570,,7,,,,35,https://www.ur.ch/themen/2962,,184,
2021-01-15,00:00,UR,,1584,,10,,,,35,https://www.ur.ch/themen/2962,,180,
2021-01-18,00:00,UR,,1622,,10,,,,35,https://www.ur.ch/themen/2962,,280,
2021-01-19,00:00,UR,,1635,,10,,,,35,https://www.ur.ch/themen/2962,,275,
2021-01-20,00:00,UR,,1642,,6,,,,35,https://www.ur.ch/themen/2962,,257,
2021-01-21,00:00,UR,,1648,,6,,,,35,https://www.ur.ch/themen/2962,,253,
2021-01-22,00:00,UR,,1660,,5,,,,36,https://www.ur.ch/themen/2962,,254,
2021-01-25,00:00,UR,,1675,,5,,,,36,https://www.ur.ch/themen/2962,,206,
2021-01-26,00:00,UR,,1677,,4,,,,37,https://www.ur.ch/themen/2962,,199,
2021-01-27,00:00,UR,,1683,,3,,,,37,https://www.ur.ch/themen/2962,,176,
2021-01-28,00:00,UR,,1686,,3,,,,37,https://www.ur.ch/themen/2962,,150,
2021-01-29,00:00,UR,,1694,,3,,,,37,https://www.ur.ch/themen/2962,,135,
2021-02-01,00:00,UR,,1702,,3,,,,37,https://www.ur.ch/themen/2962,,83,
2021-02-02,00:00,UR,,1704,,3,,,,37,https://www.ur.ch/themen/2962,,78,
2021-02-03,00:00,UR,,1709,,3,,,,37,https://www.ur.ch/themen/2962,,74,
2021-02-04,00:00,UR,,1718,,3,,,,37,https://www.ur.ch/themen/2962,,75,
2021-02-05,00:00,UR,,1723,,3,,,,37,https://www.ur.ch/themen/2962,,84,
2021-02-08,00:00,UR,,1729,,4,,,,37,https://www.ur.ch/themen/2962,,84,
2021-02-09,00:00,UR,,1739,,4,,,,37,https://www.ur.ch/themen/2962,,98,
2021-02-10,00:00,UR,,1743,,5,,,,37,https://www.ur.ch/themen/2962,,76,
2021-02-11,00:00,UR,,1749,,6,,,,37,https://www.ur.ch/themen/2962,,166,
2021-02-12,00:00,UR,,1754,,6,,,,37,https://www.ur.ch/themen/2962,,136,
2021-02-15,00:00,UR,,1763,,4,,,,37,https://www.ur.ch/themen/2962,,73,
2021-02-16,00:00,UR,,1765,,4,,,,37,https://www.ur.ch/themen/2962,,57,
2021-02-17,00:00,UR,,1770,,3,,,,39,https://www.ur.ch/themen/2962,,65,
2021-02-18,00:00,UR,,1770,,3,,,,39,https://www.ur.ch/themen/2962,,65,
2021-02-19,00:00,UR,,1775,,2,,,,39,https://www.ur.ch/themen/2962,,52,
2021-02-22,00:00,UR,,1786,,1,,,,39,https://www.ur.ch/themen/2962,,50,
2021-02-23,00:00,UR,,1786,,1,,,,39,https://www.ur.ch/themen/2962,,50,
2021-02-24,00:00,UR,,1788,,1,,,,39,https://www.ur.ch/themen/2962,,51,
2021-02-25,00:00,UR,,1789,,1,,,,39,https://www.ur.ch/themen/2962,,51,
2021-02-26,00:00,UR,,1795,,1,,,,39,https://www.ur.ch/themen/2962,,55,
2021-03-01,00:00,UR,,1806,,2,,,,39,https://www.ur.ch/themen/2962,,60,
2021-03-02,00:00,UR,,1806,,2,,,,39,https://www.ur.ch/themen/2962,,60,
2021-03-03,00:00,UR,,1811,,2,,,,39,https://www.ur.ch/themen/2962,,58,
2021-03-04,00:00,UR,,1816,,2,,,,39,https://www.ur.ch/themen/2962,,60,
2021-03-05,00:00,UR,,1818,,3,,,,39,https://www.ur.ch/themen/2962,,55,
2021-03-08,00:00,UR,,1831,,5,,,,39,https://www.ur.ch/themen/2962,,34,
2021-03-09,00:00,UR,,1842,,5,,,,39,https://www.ur.ch/themen/2962,,60,
2021-03-10,00:00,UR,,1851,,5,,,,39,https://www.ur.ch/themen/2962,,84,
2021-03-11,00:00,UR,,1857,,5,,,,39,https://www.ur.ch/themen/2962,,81,
2021-03-12,00:00,UR,,1863,,4,,,,39,https://www.ur.ch/themen/2962,,81,
2021-03-15,00:00,UR,,1881,,4,,,,39,https://www.ur.ch/themen/2962,,65,
2021-03-16,00:00,UR,,1885,,6,,,,39,https://www.ur.ch/themen/2962,,87,
2021-03-17,00:00,UR,,1898,,4,,,,39,https://www.ur.ch/themen/2962,,94,
2021-03-18,17:00,UR,,1909,,3,,,,39,https://www.ur.ch/themen/2962,,85,
2021-03-23,00:00,UR,,1959,,5,,,,39,https://www.ur.ch/themen/2962,,130,
2021-03-24,00:00,UR,,1969,,5,,,,39,https://www.ur.ch/themen/2962,,150,
2021-03-25,00:00,UR,,1985,,5,,,,39,https://www.ur.ch/themen/2962,,177,
2021-03-26,00:00,UR,,1996,,4,,,,39,https://www.ur.ch/themen/2962,,180,
2021-03-29,00:00,UR,,2054,,5,,,,39,https://www.ur.ch/themen/2962,,177,
2021-03-30,00:00,UR,,2068,,5,,,,39,https://www.ur.ch/themen/2962,,220,
2021-03-31,00:00,UR,,2086,,5,,,,39,https://www.ur.ch/themen/2962,,246,
2021-04-01,10:00,UR,,2110,,7,,,,39,https://www.ur.ch/themen/2962,,283,
2021-04-06,11:00,UR,,2226,,10,,,,40,https://www.ur.ch/themen/2962,,267,
2021-04-07,11:00,UR,,2245,,9,,,,41,https://www.ur.ch/themen/2962,,268,
2021-04-08,11:00,UR,,2283,,10,,,,41,https://www.ur.ch/themen/2962,,285,
2021-04-09,11:00,UR,,2319,,9,,,,41,https://www.ur.ch/themen/2962,,313,
2021-04-12,12:00,UR,,2408,,9,,,,41,https://www.ur.ch/themen/2962,,341,
2021-04-13,12:00,UR,,2421,,9,,,,42,https://www.ur.ch/themen/2962,,291,
2021-04-14,12:00,UR,,2442,,10,,,,45,https://www.ur.ch/themen/2962,,272,
2021-04-15,12:00,UR,,2470,,9,,,,45,https://www.ur.ch/themen/2962,,331,
2021-04-16,12:00,UR,,2491,,8,,,,46,https://www.ur.ch/themen/2962,,338,
2021-04-19,00:00,UR,,2581,,6,,,,46,https://www.ur.ch/themen/2962,,340,
2021-04-20,00:00,UR,,2600,,6,,,,46,https://www.ur.ch/themen/2962,,311,
2021-04-21,00:00,UR,,2651,,11,,,,46,https://www.ur.ch/themen/2962,,370,
2021-04-22,00:00,UR,,2691,,7,,,,46,https://www.ur.ch/themen/2962,,338,
2021-04-23,00:00,UR,,2724,,10,,,,47,https://www.ur.ch/themen/2962,,371,
2021-04-26,00:00,UR,,2810,,5,,,,47,https://www.ur.ch/themen/2962,,374,
2021-04-27,00:00,UR,,2828,,7,,,,47,https://www.ur.ch/themen/2962,,336,
2021-04-28,00:00,UR,,2857,,7,,,,47,https://www.ur.ch/themen/2962,,313,
2021-04-29,00:00,UR,,2879,,7,,,,47,https://www.ur.ch/themen/2962,,299,
2021-04-30,00:00,UR,,2903,,8,,,,47,https://www.ur.ch/themen/2962,,320,
2021-05-03,00:00,UR,,2957,,8,,,,47,https://www.ur.ch/themen/2962,,247,
2021-05-04,08:30,UR,,2968,,5,,,,47,https://www.ur.ch/themen/2962,,262,
2021-05-05,00:00,UR,,2988,,5,,,,47,https://www.ur.ch/themen/2962,,226,
2021-05-06,00:00,UR,,3003,,5,,,,47,https://www.ur.ch/themen/2962,,219,
2021-05-07,00:00,UR,,3024,,5,,,,47,https://www.ur.ch/themen/2962,,197,
2021-05-10,00:00,UR,,3089,,11,,,,47,https://www.ur.ch/themen/2962,,168,
2021-05-11,00:00,UR,,3095,,10,,,,48,https://www.ur.ch/themen/2962,,157,
2021-05-12,00:00,UR,,3105,,10,,,,48,https://www.ur.ch/themen/2962,,140,
2021-05-14,00:00,UR,,3130,,7,,,,48,https://www.ur.ch/themen/2962,,105,
2021-05-17,00:00,UR,,3145,,8,,,,48,https://www.ur.ch/themen/2962,,76,
2021-05-18,00:00,UR,,3154,,8,,,,48,https://www.ur.ch/themen/2962,,72,
2021-05-19,00:00,UR,,3167,,10,,,,49,https://www.ur.ch/themen/2962,,77,
2021-05-20,00:00,UR,,3175,,9,,,,49,https://www.ur.ch/themen/2962,,77,
2021-05-21,00:00,UR,,3191,,7,,,,49,https://www.ur.ch/themen/2962,,112,
2021-05-25,00:00,UR,,3209,,10,,,,49,https://www.ur.ch/themen/2962,,67,
2021-05-26,00:00,UR,,3211,,7,,,,49,https://www.ur.ch/themen/2962,,70,
2021-05-27,00:00,UR,,3217,,7,,,,49,https://www.ur.ch/themen/2962,,66,
2021-05-28,00:00,UR,,3221,,5,,,,49,https://www.ur.ch/themen/2962,,55,
2021-05-31,00:00,UR,,3231,,5,,,,49,https://www.ur.ch/themen/2962,,31,
2021-06-01,00:00,UR,,3234,,4,,,,49,https://www.ur.ch/themen/2962,,32,
2021-06-02,00:00,UR,,3238,,4,,,,49,https://www.ur.ch/themen/2962,,42,
2021-06-04,00:00,UR,,3244,,3,,,,49,https://www.ur.ch/themen/2962,,35,
2021-06-07,00:00,UR,,3250,,3,,,,49,https://www.ur.ch/themen/2962,,41,
2021-06-08,00:00,UR,,3250,,3,,,,49,https://www.ur.ch/themen/2962,,35,
2021-06-09,00:00,UR,,3251,,3,,,,49,https://www.ur.ch/themen/2962,,33,
2021-06-10,00:00,UR,,3253,,3,,,,49,https://www.ur.ch/themen/2962,,27,
2021-06-11,00:00,UR,,3253,,3,,,,49,https://www.ur.ch/themen/2962,,27,
